HEADER,SUB,ITEM,UNIT,DESCRIPTION,IMPORT RATE,EKSPORT RATE,TRQ,SST,EXCISE,CESS 1,CESS 2,CESS 3,IMPPRO,EKSPRO
303,43,0,kg,- - Skipjack tuna (strip-bellied bonito) (Katsuwonus pelamis),0.00%,0.00%,,0.00%,,,,,,
303,44,0,kg,- - Bigeye tunas (Thunnus obesus),0.00%,0.00%,,5.00%,,,,,,
303,45,,,"- - Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnus orientalis):",,,,,,,,,,
303,45,1000,kg,- - - Atlantic bluefin tunas (Thunnus thynnus),0.00%,0.00%,,5.00%,,,,,,
303,45,9000,kg,- - - Pacific bluefin tunas (Thunnus orientalis),0.00%,0.00%,,5.00%,,,,,,
303,46,0,kg,- - Southern bluefin tunas (Thunnus maccoyii),0.00%,0.00%,,5.00%,,,,,,
303,49,,,- - Other :,,,,,,,,,,
303,49,1000,kg,- - - Longtail tuna (Thunnus tonggol),0.00%,0.00%,,5.00%,,,,,,
303,49,9000,kg,- - - Other,0.00%,0.00%,,5.00%,,,,,,
303,51,0,kg,"- - Herrings (Clupea harengus, Clupea pallasii)",0.00%,0.00%,,5.00%,,,,,,
303,53,0,kg,"- - Sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus)",0.00%,0.00%,,0.00%,,,,,,
303,54,,,"- - Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus) :",,,,,,,,,,
303,54,1000,kg,"- - - Mackerel (Scomber scombrus, Scomber australasicus)",0.00%,0.00%,,0.00%,,,,,,
303,54,2000,kg,- - - Pacific mackerel (Scomber japonicus),0.00%,0.00%,,0.00%,,,,,,
303,55,0,kg,- - Jack and horse mackerel (Trachurus spp.),0.00%,0.00%,,0.00%,,,,,,
303,56,0,kg,- - Cobia (Rachycentron canadum),0.00%,0.00%,,0.00%,,,,,,
303,57,0,kg,- - Swordfish (Xiphias gladius),0.00%,0.00%,,0.00%,,,,,,
303,59,,,- - Other :,,,,,,,,,,
303,59,1000,kg,- - - Indian mackerels (Rastelliger kanagurta); Island mackerels (Rastrelliger faughni),0.00%,0.00%,,0.00%,,,,,,
303,59,2000,kg,- - - Silver pomfrets (Pampus spp.),0.00%,0.00%,,0.00%,,,,,,
303,59,9000,kg,- - - Other,0.00%,0.00%,,0.00%,,,,,,
303,63,0,kg,"- - Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",0.00%,0.00%,,5.00%,,,,,,
303,64,0,kg,- - Haddock (Melanogrammus aeglefinus),0.00%,0.00%,,5.00%,,,,,,
303,65,0,kg,- - Coalfish (Pollachius virens),0.00%,0.00%,,5.00%,,,,,,
303,66,0,kg,"- - Hake (Merluccius spp., Urophycis spp.)",0.00%,0.00%,,5.00%,,,,,,
303,67,0,kg,- - Alaska Pollock (Theragra chalcogramma),0.00%,0.00%,,5.00%,,,,,,
303,68,0,kg,"- - Blue whitings (Micromesistius poutassou, Micromesistius australis)",0.00%,0.00%,,5.00%,,,,,,
303,69,0,kg,- - Other,0.00%,0.00%,,5.00%,,,,,,
303,81,0,kg,- - Dogfish and other sharks,0.00%,0.00%,,0.00%,,,,,,
303,82,0,kg,- - Rays and skates (Rajidae),0.00%,0.00%,,0.00%,,,,,,
303,83,0,kg,- - Toothfish (Dissostichus spp.),0.00%,0.00%,,0.00%,,,,,,
303,84,0,kg,- - Seabass (Dicentrarchus spp.),0.00%,0.00%,,0.00%,,,,,,
303,89,,,- - Other :,,,,,,,,,,
303,89,1100,kg,- - - - Grouper,0.00%,0.00%,,0.00%,,,,,,
303,89,1300,kg,- - - - Bluntnose lizardfish (Trachinocephalus myops),0.00%,0.00%,,0.00%,,,,,,
303,89,1400,kg,"- - - - Savalai hairtails (Lepturacanthus savala), BelangerÃ¢â‚¬â„¢s croakers (Johnius belangerii), ReeveÃ¢â‚¬â„¢s croakers (Chrysochir aureus) and bigeye croakers (Pennahia anea)",0.00%,0.00%,,0.00%,,,,,,
303,89,1500,kg,- - - - Indian threadfins (Polynemus indicus),0.00%,0.00%,,0.00%,,,,,,
303,89,1600,kg,"- - - - Torpedo scads (Megalaspis cordyla), spotted sicklefish (Drepane punctata) and great barracudas (Sphyraena barracuda)",0.00%,0.00%,,0.00%,,,,,,
303,89,1700,kg,- - - - Black pomfrets (Parastromatus niger),0.00%,0.00%,,0.00%,,,,,,
303,89,1800,kg,- - - - Mangrove red snappers (Lutjanus argentimaculatus),0.00%,0.00%,,0.00%,,,,,,
303,89,1900,kg,- - - - Other,0.00%,0.00%,,0.00%,,,,,,
303,89,2200,kg,- - - - Swamp barb (Puntius chola),0.00%,0.00%,,0.00%,,,,,,
303,89,2300,kg,- - - - Milkfish (Chanos chanos),0.00%,0.00%,,0.00%,,,,,,
303,89,2400,kg,- - - - Silver grunts (Pomadasys argenteus),0.00%,0.00%,,0.00%,,,,,,
303,89,2700,kg,- - - - Hilsa shad (Tenualosa ilisha),0.00%,0.00%,,0.00%,,,,,,
303,89,2800,kg,- - - - Wallago (Wallago attu) and giant river-catfish (Sperata seenghala),0.00%,0.00%,,0.00%,,,,,,
303,89,2900,kg,- - - - Other,0.00%,0.00%,,0.00%,,,,,,
303,91,0,kg,"- - Livers , roes and milt",0.00%,0.00%,,0.00%,,,,,,
303,92,0,kg,- - Shark fins,0.00%,0.00%,,10.00%,,,,,,
303,99,0,kg,- - Other,0.00%,0.00%,,5.00%,,,,,,
304,31,0,kg,- - Tilapias (Oreochromis spp.),0.00%,0.00%,,0.00%,,,,,,
304,32,0,kg,"- - Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)",0.00%,0.00%,,0.00%,,,,,,
304,33,0,kg,- - Nile Perch (Lates niloticus),0.00%,0.00%,,0.00%,,,,,,
304,39,0,kg,- - Other,0.00%,0.00%,,0.00%,,,,,,
304,41,0,kg,"- - Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)",0.00%,0.00%,,5.00%,,,,,,
304,42,0,kg,"- - Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",0.00%,0.00%,,5.00%,,,,,,
304,43,0,kg,"- - Flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae)",0.00%,0.00%,,0.00%,,,,,,
304,44,0,kg,"- - Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae",0.00%,0.00%,,0.00%,,,,,,
304,45,0,kg,- - Swordfish (Xiphias gladius),0.00%,0.00%,,0.00%,,,,,,
304,46,0,kg,- - Toothfish (Dissostichus spp.),0.00%,0.00%,,0.00%,,,,,,
304,47,0,kg,- - Dogfish and other sharks,0.00%,0.00%,,0.00%,,,,,,
304,48,0,kg,- - Rays and skates (Rajidae),0.00%,0.00%,,0.00%,,,,,,
304,49,0,kg,- - Other,0.00%,0.00%,,0.00%,,,,,,
304,51,0,kg,"- - Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.)",0.00%,0.00%,,0.00%,,,,,,
304,52,0,kg,- - Salmonidae,0.00%,0.00%,,5.00%,,,,,,
304,53,0,kg,"- - Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae",0.00%,0.00%,,0.00%,,,,,,
304,54,0,kg,- - Swordfish (Xiphias gladius),0.00%,0.00%,,0.00%,,,,,,
304,55,0,kg,- - Toothfish (Dissostichus spp.),0.00%,0.00%,,0.00%,,,,,,
304,56,0,kg,- - Dogfish and other sharks,0.00%,0.00%,,0.00%,,,,,,
304,57,0,kg,- - Rays and skates (Rajidae),0.00%,0.00%,,0.00%,,,,,,
304,59,0,kg,- - Other,0.00%,0.00%,,0.00%,,,,,,
304,61,0,kg,- - Tilapias (Oreochromis spp.),0.00%,0.00%,,0.00%,,,,,,
304,62,0,kg,"- - Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)",0.00%,0.00%,,0.00%,,,,,,
304,63,0,kg,- - Nile Perch (Lates niloticus),0.00%,0.00%,,0.00%,,,,,,
304,69,0,kg,- - Other,0.00%,0.00%,,0.00%,,,,,,
304,71,0,kg,"- - Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",0.00%,0.00%,,5.00%,,,,,,
304,72,0,kg,- - Haddock (Melanogrammus aeglefinus),0.00%,0.00%,,5.00%,,,,,,
304,73,0,kg,- - Coalfish (Pollachius virens),0.00%,0.00%,,5.00%,,,,,,
304,74,0,kg,"- - Hake (Merluccius spp., Urophycis spp.)",0.00%,0.00%,,5.00%,,,,,,
304,75,0,kg,- - Alaska Pollock (Theragra chalcogramma),0.00%,0.00%,,5.00%,,,,,,
304,79,0,kg,- - Other,0.00%,0.00%,,5.00%,,,,,,
304,81,0,kg,"- - Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)",0.00%,0.00%,,5.00%,,,,,,
304,82,0,kg,"- - Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",0.00%,0.00%,,5.00%,,,,,,
304,83,0,kg,"- - Flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae)",0.00%,0.00%,,0.00%,,,,,,
304,84,0,kg,- - Swordfish (Xiphias gladius),0.00%,0.00%,,0.00%,,,,,,
304,85,0,kg,- - Toothfish (Dissostichus spp.),0.00%,0.00%,,0.00%,,,,,,
304,86,0,kg,"- - Herrings (Clupea harengus, Clupea pallasii)",0.00%,0.00%,,5.00%,,,,,,
304,87,0,kg,"- - Tunas (of the genus Thunnus), skipjack tuna (stripe-bellied bonito) (Katsuwonus pelamis)",0.00%,0.00%,,0.00%,,,,,,
304,88,0,kg,"- - Dogfish, other sharks, rays and skates (Rajidae)",0.00%,0.00%,,0.00%,,,,,,
304,89,,,- - Other :,,,,,,,,,,
304,89,1000,kg,- - - Mahi-mahi (Coryphaena hippurus),0.00%,0.00%,,5.00%,,,,,,
304,89,9000,kg,- - - Other,0.00%,0.00%,,5.00%,,,,,,
304,91,0,kg,- - Swordfish (Xiphias gladius),0.00%,0.00%,,0.00%,,,,,,
304,92,0,kg,- - Toothfish (Dissostichus spp.),0.00%,0.00%,,0.00%,,,,,,
304,93,0,kg,"- - Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.)",0.00%,0.00%,,0.00%,,,,,,
304,94,0,kg,- - Alaska Pollock (Theragra chalcogramma),0.00%,0.00%,,5.00%,,,,,,
304,95,0,kg,"- - Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, other than Alaska Pollock (Theragra chalcogramma)",0.00%,0.00%,,0.00%,,,,,,
304,96,0,kg,- - Dogfish and other sharks,0.00%,0.00%,,0.00%,,,,,,
304,97,0,kg,- - Rays and skates (Rajidae),0.00%,0.00%,,0.00%,,,,,,
304,99,,,- - Other :,,,,,,,,,,
304,99,1000,kg,- - - Surimi (minced fish meat),0.00%,0.00%,,5.00%,,,,,,
304,99,9000,kg,- - - Other,0.00%,0.00%,,5.00%,,,,,,
305,20,,,"- Livers, roes and milt of fish, dried, smoked, salted or in brine :",,,,,,,,,,
305,20,1000,kg,"- - Of freshwater fish, dried, salted or in brine",0.00%,0.00%,,5.00%,,,,,,
305,20,9000,kg,- - Other,0.00%,0.00%,,5.00%,,,,,,
305,31,0,kg,"- - Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.)",0.00%,0.00%,,5.00%,,,,,,
305,32,0,kg,"- - Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae",7.00%,0.00%,,5.00%,,,,,,
305,39,,,- - Other :,,,,,,,,,,
305,39,1000,kg,"- - - Freshwater garfish (Xenentodon cancila), yellowstriped goatfish (Upeneus vittatus) and long-rakered trevally (Ulua mentalis)",0.00%,0.00%,,5.00%,,,,,,
305,39,2000,kg,"- - - Savalai hairtails (Lepturacanthus savala), BelangerÃ¢â‚¬â„¢s croakers (Johnius belangerii), ReeveÃ¢â‚¬â„¢s croakers (Chrysochir aureus) and Bigeye croakers (Pennahia anea)",7.00%,0.00%,,5.00%,,,,,,
305,39,9100,kg,- - - - Of freshwater fish,0.00%,0.00%,,5.00%,,,,,,
305,39,9200,kg,- - - - Of marine fish,7.00%,0.00%,,5.00%,,,,,,
305,39,9900,kg,- - - - Other,5.00%,0.00%,,5.00%,,,,,,
305,41,0,kg,"- - Pacific Salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)",7.00%,0.00%,,5.00%,,,,,,
305,42,0,kg,"- - Herrings (Clupea harengus, Clupea pallasii)",7.00%,0.00%,,5.00%,,,,,,
305,43,0,kg,"- - Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",7.00%,0.00%,,5.00%,,,,,,
305,44,0,kg,"- - Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.)",7.00%,0.00%,,5.00%,,,,,,
305,49,,,- - Other :,,,,,,,,,,
305,49,1000,kg,- - - Skipjack tuna (stripe-bellied bonito) (Katsuwonus pelamis),7.00%,0.00%,,5.00%,,,,,,
305,49,9000,kg,- - - Other,7.00%,0.00%,,5.00%,,,,,,
305,51,0,kg,"- - Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",0.00%,0.00%,,5.00%,,,,,,
305,52,0,kg,"- - Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.)",0.00%,0.00%,,0.00%,,,,,,
305,53,0,kg,"- - Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, other than cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",7.00%,0.00%,,0.00%,,,,,,
305,54,0,kg,"- - Herrings (Clupea harengus, Clupea pallasii), anchovies (Engraulis spp.), sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), Indian mackerels (Rastrelliger spp.), seerfishes (Scomberomorus spp.), jack and horse mackerel (Trachurus spp.), jacks, crevalles (Caranx spp.), cobia (Rachycentron canadum), silver pomfrets (Pampus spp.), Pacific saury (Cololabis saira), scads (Decapterus spp.), capelin (Mallotus villosus), swordfish (Xiphias gladius), Kawakawa (Euthynnus affinis), bonitos (Sarda spp.), marlins, sailfishes, spearfish (Istiophoridae)",7.00%,0.00%,,0.00%,,,,,,
305,59,,,- - Other :,,,,,,,,,,
305,59,2100,kg,"- - - - Anchovies (Stolephorus spp., Coilia spp., Setipinna spp., Lycothrissa spp. Thryssa spp., and Encrasicholina spp.)",7.00%,0.00%,,0.00%,,,,,,
305,59,2900,kg,- - - - Other,7.00%,0.00%,,0.00%,,,,,,
305,59,9000,kg,- - - Other,0.00%,0.00%,,0.00%,,,,,,
305,61,0,kg,"- - Herrings (Clupea harengus, Clupea pallasii)",7.00%,0.00%,,5.00%,,,,,,
305,62,0,kg,"- - Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",7.00%,0.00%,,5.00%,,,,,,
305,63,0,kg,- - Anchovies (Engraulis spp.),7.00%,0.00%,,0.00%,,,,,,
305,64,0,kg,"- - Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla Catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.)",0.00%,0.00%,,0.00%,,,,,,
305,69,,,- - Other :,,,,,,,,,,
305,69,1000,kg,- - - Marine fish,7.00%,0.00%,,0.00%,,,,,,
305,69,9000,kg,- - - Other,0.00%,0.00%,,0.00%,,,,,,
305,71,,,- - Shark fins :,,,,,,,,,,
305,71,1000,kg,- - - Dried or smoked,7.00%,0.00%,,10.00%,,,,,,
305,71,9000,kg,- - - Other,7.00%,0.00%,,10.00%,,,,,,
305,72,,,"- - Fish heads, tails and maws :",,,,,,,,,,
305,72,1100,kg,- - - - Of cod,0.00%,0.00%,,5.00%,,,,,,
305,72,1900,kg,- - - - Other,7.00%,0.00%,,5.00%,,,,,,
305,72,9100,kg,- - - - Of cod,0.00%,0.00%,,5.00%,,,,,,
305,72,9900,kg,- - - - Other,0.00%,0.00%,,5.00%,,,,,,
305,79,,,- - Other :,,,,,,,,,,
305,79,1000,kg,- - - Of cod,0.00%,0.00%,,5.00%,,,,,,
305,79,9000,kg,- - - Other,0.00%,0.00%,,5.00%,,,,,,
306,11,,,"- - Rock lobster and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.) :",,,,,,,,,,
306,11,1000,kg,- - - Smoked,0.00%,0.00%,,5.00%,,,,,,
306,11,9000,kg,- - - Other,0.00%,0.00%,,5.00%,,,,,,
306,12,,,- - Lobsters (Homarus spp.) :,,,,,,,,,,
306,12,1000,kg,- - - Smoked,0.00%,0.00%,,5.00%,,,,,,
306,12,9000,kg,- - - Other,0.00%,0.00%,,5.00%,,,,,,
306,14,,,- - Crabs :,,,,,,,,,,
306,14,1100,kg,- - - - Soft shell crabs,0.00%,0.00%,,5.00%,,,,,,
306,14,1900,kg,- - - - Other,0.00%,0.00%,,5.00%,,,,,,
306,14,9100,kg,- - - - Swimming crabs (crabs of the family Portunidae),0.00%,0.00%,,0.00%,,,,,,
306,14,9200,kg,- - - - Kings crabs (crabs of the family Lithodidae),0.00%,0.00%,,5.00%,,,,,,
306,14,9300,kg,- - - - Snow crabs (crabs of the family Origoniidae),0.00%,0.00%,,5.00%,,,,,,
306,14,9900,kg,- - - - Other,0.00%,0.00%,,5.00%,,,,,,
306,15,0,kg,- - Norway lobsters (Nephrops norvegicus),0.00%,0.00%,,5.00%,,,,,,
306,16,0,kg,"- - Cold-water shrimps and prawns (Pandalus spp., Crangon crangon)",0.00%,0.00%,,0.00%,,,,,,
306,17,,,- - Other shrimps and prawns :,,,,,,,,,,
306,17,1100,kg,- - - - Headless,0.00%,0.00%,,5.00%,,,,,,
306,17,1900,kg,- - - - Other,0.00%,0.00%,,5.00%,,,,,,
306,17,2100,kg,"- - - - Headless, with tail",0.00%,0.00%,,0.00%,,,,,,
306,17,2200,kg,"- - - - Headless, without tail",0.00%,0.00%,,0.00%,,,,,,
306,17,2900,kg,- - - - Other,0.00%,0.00%,,0.00%,,,,,,
306,17,3000,kg,- - - Giant river prawns (Macrobrachium rosenbergii),0.00%,0.00%,,5.00%,,,,,,
306,17,9000,kg,- - - Other,0.00%,0.00%,,5.00%,,,,,,
306,19,0,kg,- - Other,0.00%,0.00%,,5.00%,,,,,,
306,31,,,"- - Rock lobster and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.) :",,,,,,,,,,
306,31,1000,kg,- - - Breeding,0.00%,0.00%,,5.00%,,,,,,
306,31,2000,kg,"- - - Other, live",0.00%,0.00%,,5.00%,,,,,,
306,31,3000,kg,- - - Fresh or chilled,0.00%,0.00%,,5.00%,,,,,,
306,32,,,- - Lobsters (Homarus spp.) :,,,,,,,,,,
306,32,1000,kg,- - - Breeding,0.00%,0.00%,,5.00%,,,,,,
306,32,2000,kg,"- - - Other, live",0.00%,0.00%,,5.00%,,,,,,
306,32,3000,kg,- - - Fresh or chilled,0.00%,0.00%,,5.00%,,,,,,
306,33,,,- - Crabs :,,,,,,,,,,
306,33,1100,kg,- - - - Live,0.00%,0.00%,,5.00%,,,,,,
306,33,1200,kg,- - - - Fresh or chilled,0.00%,0.00%,,5.00%,,,,,,
306,33,9100,kg,- - - - Live,0.00%,0.00%,,5.00%,,,,,,
306,33,9200,kg,- - - - Fresh or chilled,0.00%,0.00%,,5.00%,,,,,,
306,34,0,kg,- - Norway lobsters (Nephrops norvegicus),0.00%,0.00%,,5.00%,,,,,,
306,35,,,"- - Cold-water shrimps and prawns (Pandalus spp., Crangon crangon) :",,,,,,,,,,
306,35,1000,kg,- - - Breeding,0.00%,0.00%,,0.00%,,,,,,
306,35,2000,kg,"- - - Other, live",0.00%,0.00%,,0.00%,,,,,,
306,35,3000,kg,- - - Fresh or chilled,0.00%,0.00%,,0.00%,,,,,,
306,36,,,- - Other shrimps and prawns :,,,,,,,,,,
306,36,1100,kg,- - - - Giant tiger prawns (Penaeus monodon),0.00%,0.00%,,5.00%,,,,,,
306,36,1200,kg,- - - - Whiteleg shrimps (Litopenaeus vannamei),0.00%,0.00%,,0.00%,,,,,,
306,36,1300,kg,- - - - Giant river prawns (Macrobrachium rosenbergii),0.00%,0.00%,,5.00%,,,,,,
306,36,1900,kg,- - - - Other,0.00%,0.00%,,5.00%,,,,,,
306,36,2100,kg,- - - - Giant tiger prawns (Penaeus monodon),0.00%,0.00%,,5.00%,,,,,,
306,36,2200,kg,- - - - Whiteleg shrimps (Litopenaeus vannamei),0.00%,0.00%,,0.00%,,,,,,
306,36,2300,kg,- - - - Giant river prawns (Macrobrachium rosenbergii),0.00%,0.00%,,5.00%,,,,,,
306,36,2900,kg,- - - - Other,0.00%,0.00%,,5.00%,,,,,,
306,36,3100,kg,- - - - Giant tiger prawns (Penaeus monodon),0.00%,0.00%,,5.00%,,,,,,
306,36,3200,kg,- - - - Whiteleg shrimps (Litopenaeus vannamei),0.00%,0.00%,,0.00%,,,,,,
306,36,3300,kg,- - - - Giant river prawns (Macrobrachium rosenbergii),0.00%,0.00%,,5.00%,,,,,,
306,36,3900,kg,- - - - Other,0.00%,0.00%,,5.00%,,,,,,
306,39,,,- - Other :,,,,,,,,,,
306,39,1000,kg,- - - Live,0.00%,0.00%,,5.00%,,,,,,
306,39,2000,kg,- - - Fresh or chilled,0.00%,0.00%,,5.00%,,,,,,
306,91,,,"- - Rock lobster and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.) :",,,,,,,,,,
306,91,2100,kg,- - - - Smoked,0.00%,0.00%,,5.00%,,,,,,
306,91,2900,kg,- - - - Other,8.00%,0.00%,,5.00%,,,,,,
306,91,3100,kg,- - - - Smoked,0.00%,0.00%,,5.00%,,,,,,
306,91,3900,kg,- - - - Other,0.00%,0.00%,,5.00%,,,,,,
306,92,,,- - Lobsters (Homarus spp.) :,,,,,,,,,,
306,92,2100,kg,- - - - Smoked,0.00%,0.00%,,5.00%,,,,,,
306,92,2900,kg,- - - - Other,8.00%,0.00%,,5.00%,,,,,,
306,92,3100,kg,- - - - Smoked,0.00%,0.00%,,5.00%,,,,,,
306,92,3900,kg,- - - - Other,0.00%,0.00%,,5.00%,,,,,,
306,93,,,- - Crabs :,,,,,,,,,,
306,93,2100,kg,- - - - Smoked,0.00%,0.00%,,5.00%,,,,,,
306,93,2900,kg,- - - - Other,8.00%,0.00%,,5.00%,,,,,,
306,93,3100,kg,- - - - Smoked,0.00%,0.00%,,5.00%,,,,,,
306,93,3900,kg,- - - - Other,0.00%,0.00%,,5.00%,,,,,,
306,94,,,- - Norway lobsters (Nephrops norvegicus) :,,,,,,,,,,
306,94,2100,kg,- - - - Smoked,0.00%,0.00%,,5.00%,,,,,,
306,94,2900,kg,- - - - Other,8.00%,0.00%,,5.00%,,,,,,
306,94,3100,kg,- - - - Smoked,0.00%,0.00%,,5.00%,,,,,,
306,94,3900,kg,- - - - Other,0.00%,0.00%,,5.00%,,,,,,
306,95,,,- - Shrimps and prawns :,,,,,,,,,,
306,95,2100,kg,"- - - - In shell, cooked by steaming or boiling in water",8.00%,0.00%,,5.00%,,,,,,
306,95,2900,kg,- - - - Other,0.00%,0.00%,,5.00%,,,,,,
306,95,3000,kg,- - - Other,0.00%,0.00%,,5.00%,,,,,,
306,99,,,- - Other :,,,,,,,,,,
306,99,2100,kg,- - - - Smoked,0.00%,0.00%,,5.00%,,,,,,
306,99,2900,kg,- - - - Other,8.00%,0.00%,,5.00%,,,,,,
306,99,3100,kg,- - - - Smoked,0.00%,0.00%,,5.00%,,,,,,
306,99,3900,kg,- - - - Other,0.00%,0.00%,,5.00%,,,,,,
307,11,,,"- - Live, fresh or chilled :",,,,,,,,,,
307,11,1000,kg,- - - Live,0.00%,0.00%,,5.00%,,,,,,
307,11,2000,kg,- - - Fresh or chilled,0.00%,0.00%,,5.00%,,,,,,
307,12,0,kg,- - Frozen,0.00%,0.00%,,5.00%,,,,,,
307,19,,,- - Other :,,,,,,,,,,
307,19,2000,kg,"- - - Dried, salted or in brine",0.00%,0.00%,,5.00%,,,,,,
307,19,3000,kg,- - - Smoked,0.00%,0.00%,,5.00%,,,,,,
307,21,,,"- - Live, fresh or chilled :",,,,,,,,,,
307,21,1000,kg,- - - Live,0.00%,0.00%,,5.00%,,,,,,
307,21,2000,kg,- - - Fresh or chilled,0.00%,0.00%,,5.00%,,,,,,
307,22,0,kg,- - Frozen,0.00%,0.00%,,5.00%,,,,,,
307,29,,,- - Other :,,,,,,,,,,
307,29,3000,kg,"- - - Dried, salted or in brine",0.00%,0.00%,,5.00%,,,,,,
